gene	X1B	X2B	X3B	X8B	X9B	X10B	X11B	X13B	X14B	X16B	X17B
AARS	0.770173828965873	0.66646656742483	0.478973843436608	-2.73532649318106	0.478973843436608	-0.533194228115863	-0.372711034687332	0.465343787683069	0.594682304515357	0.0191564706838136	0.167461109838075
AARSD1	0.893757504034007	-0.2840409445256	0.302873662937137	0.527928859246358	-2.6595546969607	-0.193030396676598	1.08972292309285	0.490908191169635	-0.395601561641579	0.233569751408012	-0.00653329208351796
AASDHPPT	-0.893301834456106	0.26280659579649	-2.18518772030982	1.51442095305373	0.0586207851483655	-0.285513417476207	0.512827385263816	0.149359833467991	1.1772912245377	-0.516007466951034	0.204683661925082
AASS	-0.767746322423876	-0.0533650254220856	0.535812149412631	-0.691741025771006	2.45836663393954	-0.88201760803576	0.729142515713527	-1.00261100504878	-0.165988558808408	-0.428773806141368	0.268922052585599
AATF	1.28778891100008	0.43512796538396	1.41544162719909	0.160297156766979	-1.15173176199184	0.901408278118092	-0.544245175694851	-0.429536682154564	-1.13895569393129	0.472542244495374	-1.40813686919103
AATK	-0.367632236307002	-0.554469495020758	-0.126670049748707	-0.575889991190379	-0.148749077839095	-0.372568296010204	2.91116070525152	-0.439345333399688	-0.254689837830391	0.360345560075346	-0.431491947980641
ABAT	0.377627432129626	0.576355498655651	0.402468479595199	-0.0239568913877227	-1.38472182447867	-0.648855777062642	-2.02404793994819	0.651667108311311	1.09633083066709	1.13021005507372	-0.153076971555379
ABCA1	-1.06563562127936	0.409699562165596	-1.60478914047952	1.7433411858785	-0.111273978368795	-0.346508622661039	1.60216614141896	-0.196449340902191	-0.505722123223581	-0.169079494695333	0.244251432146756
ABCA11P	-0.528411141205765	-0.758872898040636	0.57970221909372	-0.965935103232172	1.99065576867786	-0.758346872815315	-0.521531559528087	0.725149614445615	0.220125575135911	-1.10741363241369	1.12487802988255
ABCA12	-0.574795664010767	-0.632295033888556	-0.0610761585014994	1.41216637482567	-0.408350117301751	1.93902817915457	1.14042133787515	-0.782745902695243	-0.496868338221403	-0.823875889037236	-0.711608788198922
ABCA2	1.6263968271742	0.435584847139982	1.62109479029234	-0.995860501101357	-0.954229258185227	0.890762765460383	-0.452652019464719	0.0357420754997547	-0.653927723723003	-0.806792468538053	-0.746119334554305
ABCA3	-0.968010062544107	0.164040683730434	0.34186966443644	1.59770481274087	-0.46344120563998	0.961730836359169	1.15587092657685	-1.14762134923201	-0.507806691664004	-1.4816377176617	0.347300102898038
ABCA4	-1.61236386668964	-0.676962645014468	0.193519921115192	0.634659236708752	0.659536592953251	0.634816317006523	-1.75315421997531	1.27764275995152	-0.116559683171501	-0.193426861065083	0.952292448180754
ABCA5	1.46181210799673	1.41377100423204	-0.843340795568	-0.395909498628489	-0.981331962778944	-0.842353230583544	-0.880504040704438	0.55146810400841	-0.881715996992059	1.19384611640255	0.204258192615748
ABCA6	0.0268074836071243	0.684968953418956	-1.14609450375361	-1.42935269705939	-1.16509830500102	-0.647491124817612	-0.152619140900385	0.822089218527501	1.33380857702177	1.34600824226298	0.326973296693684
ABCA7	2.03344735554349	-1.0580632276202	-0.76708068770934	0.454398516886322	0.724122464278712	0.541042256940822	-0.82018473352198	0.433025813254882	-1.01225124016622	-1.00891716278274	0.480460644896252
ABCA8	0.000500463096279947	0.707509637601046	-1.74331823275598	-1.24426452523427	-1.44777438604587	0.25640275261206	1.15372315936493	0.569592322314927	0.76148339235956	0.612808371417931	0.373337045269374
ABCB1	-0.513810819667137	-0.561895426902865	-0.468533222330957	-0.537658527759205	-0.503955950366708	-0.560597249234869	2.48504628094106	0.282033595892987	-0.405828714559751	-0.50613981251185	1.29133984649929
ABCB11	-0.754985965795381	-1.34245399843712	1.43237443002717	0.0586574359046734	1.2636279878691	-0.181290712339588	1.43764060283306	0.0846759743730829	-0.318951399047736	-0.416959969275569	-1.26233438611166
ABCB4	1.35485090381432	-0.475465918273585	-1.13012237648015	-0.84763708852397	-0.0612097862800806	-0.917281033687303	0.965788219552338	1.10652527141698	-1.250729248858	1.16993235735551	0.0853486999639341
ABCB6	-1.52481973402096	-0.358332997051843	0.582076576711916	1.01056998891743	0.725927860924729	1.26939220596474	0.969500878909253	-1.25398611487702	-1.08147657289458	-0.562309290985438	0.223457198401755
ABCB7	-0.903318321157452	0.703500131685895	0.495484845808156	-0.38229072061727	1.35238361951316	0.715844822463812	-1.63268134796616	0.644621532870444	-1.54808106383387	-0.125584844983964	0.680121346217248
ABCB8	-0.081363673727947	-0.521698774557803	0.907728538773065	0.463653801703948	0.843788181729264	-1.30569352498405	1.57795027456154	-0.339445504243626	0.363838082808091	-1.87802485532082	-0.030732546741664
ABCB9	1.11775347302726	-0.390635384244978	0.158173466756029	1.00898701737438	-0.368786126631248	1.1508634215982	-2.43610981567707	-0.17605423449841	-0.131060348749359	-0.200477104624153	0.267345635669332
ABCC1	-0.777893453547105	0.363625373577864	2.30853426142684	-0.331787618026042	1.18556996343334	0.43323263482785	-0.562181554032545	-0.852681965043022	-0.704899327007222	-0.782324246082122	-0.279194069527816
ABCC10	0.691062868180649	-1.62680942084257	0.421796208197667	1.40297322813891	-1.47407751059872	0.17735582103598	1.45196675463395	-0.527058934288593	-0.0507114094722832	-0.351438214650232	-0.115059390334775
ABCC2	-0.29819673750706	-0.990410817082299	-0.377370160827242	-0.788839373953821	-0.762272658086665	1.90780834275356	-0.667337024498338	-0.740908465562129	1.44085527040995	0.810678287971359	0.465993336382698
ABCC3	-0.460143207457594	-0.683993797269118	-0.61587960810391	0.0916356589183598	2.69268706102574	-0.596418319343999	-0.741348819706591	0.332546778851269	-0.666153830336963	0.242470494323401	0.404597589099399
ABCC4	0.0622973330904426	0.256567381026896	0.720507672030137	0.361329893294834	-0.458881636564052	-2.79411326345446	-0.164435006496467	0.397786628983393	0.875536220094592	0.239796626381449	0.50360815161324
ABCC5	-1.02679000838824	0.870606928320813	-0.972457202598495	0.586025190593111	1.38126492423331	1.40737335980821	-1.18276151281315	0.393797003840329	-1.18672979427584	-0.060373334468972	-0.209955554251078
ABCC6	-1.06865012593464	0.743508533464532	-1.00518723458396	0.305975491960538	-0.452059454493416	-1.04089530878919	0.152216428617818	1.95713981235345	-1.01909041014058	0.752267937104213	0.674774330441249
ABCC8	-1.44034377133286	0.170019849245529	-1.11183146254953	0.307432363532781	-1.50553381026636	1.23040008254789	0.870070767902945	-0.20408143801023	0.0765986005715827	0.21664780471045	1.39062101364781
ABCC9	-0.176733641197167	1.35153677424185	-1.22719462830201	0.397997428072221	-0.267900346384351	-0.795940678567173	-0.944645720156988	-0.959186762111924	1.61985431570985	1.14681333783346	-0.144600079137764
ABCD1	0.596480621963451	-0.353542010502034	-0.755921591257817	2.24550988526365	-0.808314797043788	0.874453348830176	-0.823540967000313	-0.845272988653476	-0.803247121496174	0.670466014523485	0.00292960537284243
ABCD2	0.259471017287475	0.974508493494638	-1.60027685964143	-1.58333041625856	-1.00070543524279	0.412902460408186	0.37443723343314	0.93977360885616	0.709105031777946	0.993577042785826	-0.479462176900585
ABCD4	-0.951194178387436	0.493029505717624	-0.765391993342929	-0.858744287533624	-0.140828977845648	-0.865586893062581	2.04003036950286	0.250389115919582	1.28780048742219	0.370535365693227	-0.860038514083279
ABCE1	0.440331210497717	0.250868239290141	1.17556632949848	-0.515154459328079	0.598555159206121	0.624129172410613	-2.60909543747635	-0.455787680112722	0.553669119378916	0.0788384844289456	-0.141920137793787
ABCF1	0.77597607266238	-0.0175602334735263	0.672030057010676	0.557931963977817	-0.357539951917644	0.349551697452834	-2.80767669075618	-0.105181352915647	0.0501377349289829	0.663359015305249	0.218971687725058
ABCF2	0.200747471092557	-0.957026756701436	0.997480895347023	0.303091426933105	1.20900283500035	0.522496085662755	-2.1343465972271	-0.0912174226900251	0.739550634998537	0.237452164997742	-1.02723073741351
ABCF3	1.59580314581665	0.0681182068506499	0.346485520616915	-0.433255798411965	-1.34994564461463	1.09463054940265	-0.168888076183785	-0.0791284409360952	-1.79663915380855	0.907536776512038	-0.184717085243875
ABCG2	0.808274696614848	0.800597959854175	-1.42075415360474	0.205353336625466	-1.43856945470429	-0.00243927285235757	-1.48550698548364	0.40012781772372	1.37294057558214	0.512188484782705	0.247786995461977
ABCG4	0.311008157672778	0.412017463823597	0.619174256634536	-0.278870314736258	1.18784037212425	0.0180662941556846	-2.26635306625029	-1.42080424029037	0.416237281787626	0.625540303046283	0.376143492032173
ABCG5	-0.225406023035654	-0.65836545748347	1.9385641468771	-0.733991976628984	-0.122561018697716	-0.0524308374813954	1.39995855999845	-1.021317348503	0.905627199079599	-0.293430096309831	-1.13664714781512
ABHD10	0.318832049004842	0.410642113936353	0.0357537118642691	-0.5928687405179	0.132058993969521	0.402438344894127	-2.8384982967935	0.578226018362567	0.546112002952385	0.486850056127089	0.520453746200249
ABHD14A	0.415349545362669	0.704839308883813	-0.841312450290387	0.561892783641736	-0.252743388991708	0.493619734757516	-2.702368100139	0.354400701535161	0.372148899825366	0.318720120879681	0.575452844535152
ABHD2	-0.334930489062434	-0.58509641796844	0.958929779700575	-0.289236461075207	-0.525661698112052	2.09260750033831	1.24402561524337	-0.943390647075336	-0.0151047687043649	-0.513226308823986	-1.08891610446042
ABHD3	0.351544141355509	0.32824241502298	1.28321085951968	-0.459112351517433	-1.63852220958996	0.198175594177079	-1.63573350335251	0.184210238821035	1.27381760767463	0.708445598356783	-0.594278390467798
ABHD4	-0.197569697658261	0.542917745096792	-2.84552752045961	0.735122553256582	-0.110682637042173	0.539027135787759	0.776535388472607	0.113553313938546	0.274081468564446	-0.0138936623949335	0.186435912438236
ABHD5	0.409420212862724	-0.210634812508989	0.150728728771679	-1.76612539669358	-0.83954888880366	0.335887785219229	-1.46315751115011	0.372046749656855	1.11127832182777	1.45455201720675	0.44555279361132
ABHD6	1.36566283654466	-1.10445857585157	0.684801187303418	-0.468915007183886	-0.866843312674575	-1.12134841273708	0.590301069994809	-0.0228444001405523	-0.888294636026235	1.7530530859891	0.0788861647819151
ABHD8	-0.984546298963188	-0.029452404575903	-1.07921013240623	-1.04608932912061	1.99410497344968	0.343851908458132	-0.434307029353294	0.113967023746602	0.452847370827864	-0.676959267315001	1.34579318525194
ABI1	0.602833304838263	0.257610837189082	1.92596178085737	0.327545074895285	-1.12598292357198	0.65196341922997	0.411235477336985	-0.468103862496837	-0.241599241380906	-0.510092960860043	-1.8313709060372
ABI2	1.34918268486284	-0.0813398673205719	0.536909010779423	-0.0200685004863851	-1.3316377854394	0.0119679767553993	-0.590620899396986	-0.137168524759196	2.03137158646179	-0.721618188193722	-1.0469774932632
ABI3BP	0.0272805771393502	0.521877235798587	-2.11533885921557	-1.3139868563262	-0.331840469498191	-0.112449450022366	1.62150083227629	0.269763264047137	0.49562892481976	0.380131624650564	0.557433176330642
ABL1	0.406570437993673	1.16512703221035	-1.12507882581889	0.5289681660115	-1.15573109285835	1.15362074752732	-1.22141321257684	0.367547137296353	-1.2435399317881	0.0823435136324168	1.04158602837058
ABL2	1.16531275159969	0.733316347147224	-0.266250593393898	0.206208016599623	1.99551985308371	-0.392530122829836	-0.510454591793357	-1.60693977170913	0.0137881201747396	-0.427519152586356	-0.910450856292406
ABLIM1	-2.00402145968201	0.830068477229222	-0.556584574882064	0.348203615693901	-0.569404520123899	-0.229344907910216	1.57499436107219	-0.549343773277358	1.3013068302821	-0.0903534928200031	-0.0555205555818603
ABLIM3	-1.20714321979175	1.18975241391458	-1.68655912658065	0.00158510594891313	-1.18059564104632	-0.566529835377151	0.872226501554323	0.773987381436918	0.609590296636486	0.846010647401514	0.347675475903151
ABO	0.504276440483421	0.395568646816115	-1.7637694380721	0.646020471626005	-2.07133561774089	0.866839884937125	0.609327312924345	0.286451804326907	0.549847923961687	-0.374398845703926	0.351171416441307
ABP1	-0.713626569996383	-0.901172829916615	0.827431206161825	-0.584983512937355	0.03634741484532	1.42623212628104	-0.600335850960234	-0.98522541424895	-0.594527214182906	0.110044311143207	1.97981633381105
ABR	0.627470090737061	0.601926601628352	1.08454392422356	0.738975522740044	0.584681354069714	1.39799799860592	-0.812408200039848	-0.789057391545325	-1.16607299835616	-1.20821966062648	-1.05983724143684
ABT1	-0.264866437148123	2.46947282737144	-0.958092975138542	-0.637933078252574	0.157048945168561	-0.038934147403742	-0.507813407520477	-0.626589092923316	1.21909853638743	-0.491139483617915	-0.320251686922723
ABTB2	2.49635040847484	-0.64328453730849	-0.637937585459596	0.405312380895526	-0.548339912031537	-0.166145148409107	-0.378328211574332	-0.499156565511401	-0.728161052460291	-0.452527946309937	1.15221816969432
ACAA1	0.765102383460135	0.503740281780455	-0.407027941925683	0.992768623398007	0.302481415301434	0.167067147437861	-2.79345241491	0.0152114917578465	0.0566517444911722	0.245595485588821	0.151861783619957
ACAA2	0.67607956639475	0.185902617339157	0.589430663700654	-2.01665766516801	-0.617177408739669	-0.107427650933803	-1.38609193860347	0.398959307993564	0.522736903596471	1.51320819527575	0.241037409144591
ACACA	0.704060292187227	-0.289136258385134	0.963930618556143	-0.137752110750522	-0.143572512697432	0.691457791806645	2.01453922750859	-0.594028809907073	-1.22602250374999	-1.20665273730354	-0.776822997264917
ACACB	-0.181445136635115	1.11700865626688	-1.90322795069057	-1.73557111758077	-0.14865829813174	0.688732623571813	0.411551703135713	0.604199446830635	0.66955631021865	0.734670834319005	-0.256817071304514
ACAD10	-1.50484525403767	0.552593000121965	0.0531434456191783	1.44983223124435	1.34864486217607	0.0718088163648135	0.10386777931573	0.0914893650372224	-1.21686224501386	-1.3552885957461	0.405616594918299
ACAD8	0.719700645525366	0.676225239859808	-1.94590779631206	0.860205552610963	-0.272780605326814	-0.0977449384742116	-1.7969309181825	0.100470047138716	0.808854807011978	0.663308834627718	0.284599131521031
ACADL	0.0846461305748291	-0.0912257559287916	-1.05224930572165	-1.02416354807947	-0.990240472907108	-1.01220996461403	1.24771752068179	-0.103000686296327	0.865189787992589	1.86036803052657	0.215168263771606
ACADM	-2.1527585564734	1.32805041731999	-0.933515244750248	0.184834129314717	1.00668818788251	0.752775397474605	0.296105875581604	0.526274420376433	-0.216311168622479	-0.838240704956611	0.0460972468528963
ACADS	1.07094096114171	-0.961830738494486	-0.468049659151429	1.57074832039572	-1.04905496671228	-0.683773463899023	-0.958240335394047	0.38802609835149	-0.530340078688175	1.52099237950407	0.100581482946461
ACADSB	-0.615335086105231	0.0902698237357001	1.12813155357421	-1.71330879798341	-0.461571864531385	1.29667342671217	0.0658860071618638	-0.0923268607955006	0.966080824821757	-1.4147786898587	0.750279663268539
ACADVL	-0.880191709415997	-0.073378005344823	0.149414767936096	-1.07024312473372	1.82244802038232	0.765989179201996	-1.55659217063861	0.787381627248206	0.302058220918774	-0.823233430433747	0.576346624879511
ACAN	-0.503432231831553	-0.607509144802601	-0.539268100455485	1.24604179671267	1.84998220651564	-0.669744682270495	-0.429420793875653	1.52022244628142	-0.650702075024583	-0.656253966034252	-0.559915455215117
ACAP1	1.06094959846814	0.964048542289848	-1.02147635478341	-0.595495459246222	0.766801080672062	-1.11293482897878	-1.05482647694442	0.881825883121702	-1.19461501911859	0.12820801663629	1.17751501788338
ACAP2	-1.59565335976535	0.803596279565299	-2.02810693724357	0.325585178042631	0.00973453107427666	-0.528853198823116	0.150963715475914	0.716393651751659	0.97940471996574	0.325585178042631	0.841350241913888
ACAT1	-1.20358554099814	0.29313071214189	0.920128495965806	-0.309072065744949	-0.0546954086554311	-1.04212138660068	-1.02164554557684	1.17550662167996	-1.10391075627306	1.31026711936101	1.03599775470044
ACAT2	0.59857992727788	1.49476441134594	-0.794222988326442	-1.1027535200183	1.0590614825679	0.308421275776372	-0.00156650533087651	1.03039675031508	-1.69553809495243	-0.497505721932453	-0.399637016722663
ACBD3	-0.232215460674721	0.352747514914863	0.986856121728847	-0.0701146686705409	-1.31628752701209	0.198936881927603	-1.80531696885419	0.682667950163503	1.48945277119547	0.593479566122036	-0.880206180840763
ACBD4	-1.57691348441262	1.11220702182494	-0.182711042113253	1.07724734676077	1.46932472283633	-0.771222948880599	-0.815364078607542	0.190189228758524	-0.469292637993503	-0.855483584746303	0.822019456573246
ACCN1	0.958359637958588	0.221951115544627	-0.992518331925289	-1.04493014825733	-1.09332890038883	-0.998883213685582	1.91380800571758	-0.321472091418433	0.537844546261979	-0.0213304481334751	0.84049982832616
ACCN2	0.723488809139818	0.446541796226984	1.05703248679744	-0.121439398169507	2.00665286641445	-0.766469176548563	-0.298985075996546	-0.733323682196841	-1.56383059804015	-0.672529767126683	-0.077138260500419
ACCN3	-0.936070642050996	-1.13950429198878	-0.442945260078128	0.57113315297657	1.36748756058602	-1.08646133331775	-0.594363206677261	0.842853081902752	-0.823155509316999	1.12869798850902	1.11232845945556
ACCN4	0.0504688829603225	-0.589052822382205	0.321064042504933	-0.669731610179084	-0.317192035983385	-0.0147004293427885	2.77200691977915	-0.641525289437538	0.199625570223948	-0.205143813372482	-0.905819414770869
ACD	1.28140667921885	0.353714540403428	0.903863199038893	1.31575418127839	-1.12725109788224	-1.27332512637006	-0.224641919854297	0.411957917570854	-1.59395024254779	-0.147604946754489	0.100076815898464
ACE	0.584150053721279	0.0219556345957305	1.30000705940482	1.47806291106212	0.924322639319837	-0.94688103985867	-1.23764694487203	0.148789347029766	-1.40918500102689	-0.186786204316905	-0.676788455059055
ACE2	-0.60051940145419	0.624258617477746	-0.480668106707036	-0.295314663820401	-0.587307925179552	-0.350192342514063	2.50277411870748	-0.848963903671895	-0.348967026348646	0.993508847216111	-0.608608213705548
ACHE	0.672632310630187	-1.34631897081653	-1.34370508838466	1.00960914024672	0.329922185833216	0.350104681533165	1.60415693961152	0.508256208313463	-0.150112441412168	-1.31157444448138	-0.322970521073537
ACIN1	-0.470707979509983	0.194635650740115	-1.06769471132211	0.48190277730833	1.19124428717248	-1.0984567344345	-1.06855366037665	0.886896613922559	-1.17309770358029	0.759593267652221	1.36423819242783
ACLY	1.58112963291125	-1.23167499807372	0.570892608658826	1.25836867285588	0.534067694828691	-0.699852372295372	0.305027890540517	-0.820501588661836	0.497703241763655	-0.614000290110668	-1.38116049241729
ACN9	-1.6952694718663	0.774388203968812	-0.0615943884266274	-0.693809776888665	1.06982050854229	0.544487510782534	-0.454044748732218	1.47432824150148	-1.36542641296133	-0.166015746853866	0.573136080933894
ACO1	-0.755103915271221	1.23489650732375	-0.113235455934945	-2.12762794137153	-0.604494971767596	-0.312696843593939	1.40128034064202	0.422025497816485	0.429745254918802	0.705178987424291	-0.279967460186111
ACO2	0.969756041356938	0.632459117476101	0.177736167240841	-1.20048647511057	0.250966464074298	0.802771500521172	-2.26604344221536	0.281909970041101	0.915776022665715	0.082808431535083	-0.64765379758532
ACOT11	0.341884338323636	0.68699113180238	1.21615677001372	1.01781819971077	1.50910831079375	-0.967108586490709	-0.810173488801983	-0.0951722350941693	-1.16487861200706	-1.14714839823318	-0.587477430017154
ACOT13	0.0638529105762427	0.00437676025145099	0.419051182097367	0.712469559297873	-0.215851925026827	0.576834623361463	-2.74489316652724	0.143498940496042	-0.440228888148525	0.530674734083428	0.950215269538723
ACOT2	0.795441749890176	0.186544088545787	-1.29362933655856	-0.261020457326265	1.67822968065905	-0.576446154200173	-0.154502077007256	-0.772052440503925	1.6378442791531	-1.05052010560757	-0.189889227044315
ACOT7	-0.389629082883388	-0.213835828106848	1.34212160547617	-0.842440998625436	0.85713980020681	0.596393753314812	1.19857863410093	-0.579138251408906	0.714448072839089	-0.943253638546032	-1.7403840663672
ACOT8	-0.568145321330783	-1.76600750312916	1.03038964370112	0.747033476908965	0.849528073402172	0.705955075221593	-1.63367241862246	0.561717077582133	0.706910300945611	-0.446602135394411	-0.187106269284782
ACOT9	0.539122576281234	-0.265819261847219	0.804058881464594	0.258459467445362	0.71919206447784	-0.679362044410883	-2.58476012286433	-0.276080473971284	1.02953213169136	0.341079640736244	0.114577140997087
ACOX1	-0.515985221613186	1.13652365905551	1.80837099344047	-0.224579415176767	1.52521564071468	-0.669795907052121	-0.555406894745868	-1.05970494211296	-0.436156928189813	-0.83311824689268	-0.175362737427273
ACOX2	-1.00129470167492	0.344647803091779	-2.12546983332253	1.00339844395907	0.119484205375202	-1.1956001252938	0.569970283955826	0.584766196669022	0.134501715001487	0.784593850566592	0.781002161672273
ACOX3	0.168057425336444	-0.506116220563365	2.12606947142652	-0.601515287315104	-1.03983799645893	0.387535390821313	1.19819956062556	-0.617761189319533	0.562123370565442	-0.660729197207375	-1.01602532791099
ACP1	-0.223207444113149	0.884567073876093	1.67371766549448	0.7673590669139	-0.485728555764141	0.247360266219978	-1.75105029885439	0.099360220611898	0.110585326290156	0.209447368137389	-1.5324106888122
ACP2	0.630191784718306	-0.0791070133178588	1.05844802506048	0.815677719697908	-0.574472929891531	0.667271030665561	-2.41992877833501	0.331603891099528	-0.779762005685613	0.622457084231877	-0.272378808243646
ACP5	-0.627325846873598	-0.436015453628121	-0.402218355887099	0.432188801384549	1.63933095638072	-0.614954203971678	-0.644912564933509	-0.555300652574206	-0.462181679485485	-0.518476437102859	2.18986543669129
ACP6	0.626339643801941	0.446167229879077	0.487425679220925	0.141306211532592	-0.437713917782333	0.847916398379782	-2.44189645009743	0.324009897793503	-1.1167862406022	0.945445015792007	0.177786532082129
ACPP	-0.52171325387519	-0.841240269456501	-0.324296630160564	2.61796384749949	-0.311551422374009	0.181144059498945	-0.657457458496941	-0.42217336608802	-0.220735152290728	-0.507306009727671	1.00736565547118
ACR	0.891068703884149	0.465108849642782	0.458881828599475	-0.737880449386284	-0.550738914052512	0.746021548367083	1.74953657789156	-0.707998436189719	-1.26686365079106	0.38732116185997	-1.43445721982544
ACRV1	0.255662971624272	-0.694112548686635	-0.685567522224534	-0.649919648078317	-0.621060955741873	-0.631714802812716	2.08824612260546	0.330522997812699	1.65223291295945	-0.645644373978536	-0.398645153479267
ACSBG1	-0.328517813452155	0.365217755382558	0.37825429230459	-0.252717442152781	-0.674449473045299	-0.243753559391428	2.7981003309213	-0.830119740478273	-0.282003634615212	-0.52417237540018	-0.405838340073126
ACSBG2	-0.952172236632597	0.718553545975627	0.462902354513524	-1.48539926685801	1.37819943946491	-0.908771143786778	-0.23350728906504	1.02007964061313	-0.616330218682703	1.24793189935079	-0.631486724892848
