Gene Symbol	1A	2A	3A	8A	9A	10A-avg	11A	13A	14A-avg	16A-avg	17A
MYO5A	10.98200889	11.79721168	10.99096401	10.33749713	11.71516853	12.18380515	11.07098498	12.54071596	11.08606494	11.04112449	10.45614684
MYO5C	14.41528729	13.68218349	13.62268765	15.07330329	14.15647203	14.47170285	13.49252475	14.17568195	14.68436649	14.85842844	14.95662893
MYO6	11.40941585	11.60078703	11.50164793	10.58755512	11.66143841	11.74917391	11.57495638	11.66572256	11.55122485	11.72910718	11.0638783
MYO7A	10.61966	10.92292707	9.538213882	10.87550891	11.30357847	12.10464342	12.32354246	12.27629832	9.429061933	11.00785654	12.26307531
MYO7B	8.22229662	7.204821647	7.073686777	7.106562784	7.054133369	7.143104998	7.324212711	7.128542295	7.14782057	7.144881509	7.066017903
MYO9A	10.49503526	10.1663779	9.113617406	11.2881255	11.31304755	10.80984307	10.88263775	10.72275935	9.675710287	11.19409685	10.89036177
MYO9B	13.55542628	12.46883542	12.75442029	12.63514357	12.85954598	13.20757593	12.91863094	13.03913461	12.73935826	13.16809947	13.52960038
MYOC	7.14266885	7.041360433	7.060389311	7.176701158	7.086253626	7.170767704	7.134910662	7.178768392	7.218661546	7.012338781	7.057609441
MYOD1	7.108582816	7.094350705	7.099352162	8.109716742	7.108272064	7.139521301	7.353409511	7.121061115	7.207388453	7.112382837	7.171661334
MYOF	11.31735545	12.65318024	12.02390457	12.7618273	13.02302779	12.64058215	12.53990596	12.9918517	13.4295878	12.84283143	13.64289338
MYOF	10.01742646	10.79161838	11.1028135	10.16683778	10.91123313	10.79138426	9.448919725	9.561848998	10.23446976	10.29690669	10.31632633
MYOG	7.248064592	7.207627859	7.093732651	7.371762377	7.408512721	7.198790752	7.375033073	7.383944182	7.352038612	7.278818706	7.704892865
MYOM1	10.91062435	12.74650089	10.75169866	10.6447855	12.66231303	11.30508248	10.69975486	12.21250568	10.7804615	10.5475758	10.78365703
MYOM2	9.128980473	7.539818953	7.522229944	8.307032852	9.755255086	7.660138657	8.209775562	8.757419349	7.527485543	8.751238387	8.309036887
MYOT	7.175794852	7.382104546	7.307034131	7.110927734	7.335182803	7.232565698	8.017327528	7.514920016	7.403335588	7.430563337	7.789809343
MYOZ1	11.16711019	10.4970227	11.45093917	10.44668037	12.4642268	13.20571304	13.61334852	11.67840686	12.55537088	10.35258392	12.2287413
MYOZ2	7.082250846	7.155428135	7.355613081	7.342854925	7.130477497	7.135962165	7.198799589	7.150179607	7.228378462	7.083459283	7.198834935
MYOZ3	9.0753167	9.6647846	8.788802521	9.52872213	9.460373648	9.054276902	10.63906456	9.159515694	8.010065022	9.752779916	8.512753132
MYRIP	7.046737447	7.008546275	6.95346977	7.484727983	8.024130843	7.108759479	7.011736622	7.28917392	7.145867423	7.046374498	6.912539097
MYST1	11.28497677	11.23893068	10.88197336	9.387146332	11.59008387	11.18452123	10.51391012	11.05546536	11.26207535	10.57629374	10.79195321
MYST2	9.641471242	7.997050081	9.018879812	10.88285561	7.975029609	9.251596373	9.471497752	8.278634801	8.926019073	9.157484392	9.564718713
MYST3	13.21445469	12.8254124	12.56221373	12.87945463	12.87917817	12.4721747	13.42180917	13.13860132	12.8722742	13.06816077	13.22596897
MYST4	10.85131104	11.39170992	10.57543449	11.40147071	10.45158387	11.42463977	10.88173635	10.44304113	12.11129738	11.39381874	11.97282924
MYT1	9.427534837	10.7194867	7.12251213	10.58300495	7.197697435	7.551310456	13.00277118	8.331562861	7.921988801	9.32315585	10.75951147
MYT1L	7.641803533	7.079564622	7.057419216	7.470668216	7.109524974	7.11179712	7.196985225	7.25018127	7.084260835	7.169061437	7.164045626
MZB1	13.11166453	11.72187122	12.17473142	12.34313599	13.15038792	13.19422012	13.45481208	14.32546684	11.04931453	11.30692941	13.38062072
MZF1	8.766513573	9.561243081	8.592805352	8.803797472	8.893346408	8.570837798	10.1001255	8.099927167	9.024185887	8.705002635	8.176452639
MZF1	13.12366335	14.47845339	13.62071948	13.11348831	14.21953627	13.8213739	13.16274462	13.29991219	13.48335824	13.85289996	12.9550437
MZT2B	7.186341216	7.274216312	7.114962569	7.470668216	7.397718332	7.333789893	7.620721394	7.475945546	7.506744903	7.353434576	7.171661334
N4BP1	13.32786902	13.25361413	7.422705607	11.89409262	13.24900827	12.15885131	13.13492378	9.122083113	11.86025022	12.20993428	12.8845005
N4BP2L1	11.37919046	11.03118164	11.40385021	11.94078869	10.73462562	10.79284835	11.48592273	11.58442733	11.55916323	11.42719093	12.11842319
N4BP2L1	7.459017774	7.247087041	7.713013911	7.484727983	7.625418178	7.480749767	7.546644423	7.618715262	7.772504241	7.64626055	7.764253209
N4BP2L1	11.38255556	11.27331254	11.2465847	11.92617455	10.58951162	10.83202676	11.48723623	11.60755118	11.59193357	11.46234001	12.13953185
N4BP2L2	12.86336443	12.29227579	12.25829086	11.89852861	12.32652568	12.40307327	12.20202391	12.77758789	12.36181042	12.49675478	11.93654978
N4BP3	12.11429091	12.45618899	9.66964295	10.25175703	9.993672773	12.09133091	11.15435265	11.92724499	10.63125837	10.57403444	10.19873005
NAA10	14.10931975	14.34060375	14.07417635	12.12478994	14.5146091	14.47536508	14.75732463	14.69683573	13.821853	13.79244549	13.2530472
NAA15	10.41626131	9.442038956	9.916170725	10.8058397	10.22398304	9.071840861	7.558927217	10.11542489	9.617849874	10.32286139	10.60776069
NAA16	7.844806039	8.267557053	8.338559454	8.419583159	8.667528477	8.498746256	10.12555157	9.541797099	8.920901388	8.717258859	7.687753056
NAA16	9.797498871	10.43793957	10.55369041	8.181283145	10.07229952	9.882658944	10.26325986	9.856377329	10.1463548	9.045251159	8.162462487
NAA16	7.344856655	7.653191145	7.502560117	7.351895786	7.191157871	7.403112399	7.854933499	7.206945965	7.446954556	7.699550598	7.852787279
NAA35	10.79631849	10.48246012	10.36336644	11.74962496	10.52388554	10.53647361	10.21573249	9.909770898	11.09492238	10.80655825	11.37051006
NAA38	11.47487396	11.377175	11.78402402	11.70209641	10.72236822	10.37567828	11.10093916	10.35713124	11.05076792	11.39881173	11.38603387
NAA40	9.705474395	10.16015375	10.00406736	7.171203486	10.06202029	9.947122098	7.042355131	8.646247762	9.820162283	9.375809044	9.416539298
NAA50	10.34807562	10.85678618	10.38375553	11.0998519	11.16572905	10.88504935	11.86939906	11.44554806	11.29904727	10.79187881	11.10057131
NAAA	9.539358473	11.31410431	9.696435336	10.96684509	10.85974672	10.5111982	10.98996985	10.7882475	10.48475012	10.61200801	10.44964227
NAAA	9.34804818	10.95897245	9.490000413	8.060789351	10.67246812	9.762189176	9.377402611	9.873813604	9.030014555	10.06468042	8.602989837
NAAA	7.931298278	8.490616387	7.854613894	8.396746501	9.233609122	7.606272486	7.655121134	8.624035948	7.577029477	8.869997457	7.534404806
NAALAD2	7.588492477	7.78861955	7.538840403	8.443659369	8.152681189	7.799020828	8.681411965	8.168771302	8.018539684	7.874275243	7.810928978
NAALADL1	10.58152776	10.92765007	10.71459373	8.783829187	11.67685537	10.96041774	11.08092748	11.82111039	9.688471957	10.50834698	8.427905613
NAB1	11.34173978	9.359542538	10.5352418	12.11321015	10.78080883	10.58409138	11.28538986	11.91721999	12.61716641	11.67241813	12.03338176
NAB2	7.111360074	7.181591948	7.201725625	7.047386077	7.286751633	7.122625229	7.215989518	7.237905808	7.237730085	7.176032659	6.799134915
NACA	13.12314944	11.73389254	12.88397429	13.89116679	11.78646935	12.04726929	10.57936244	11.89818093	12.59660245	13.130071	13.47343642
NACA2	7.080240499	7.16672572	7.185334442	7.222227888	7.190119279	7.189447023	7.27335775	7.20177524	7.094667404	7.156635152	7.208947748
NACC2	9.780096612	11.42423577	10.41940762	10.20772747	10.89328857	11.12471688	10.40959922	10.41546195	9.01498737	10.49522758	8.439918639
NADSYN1	9.833667625	7.311350984	8.637996671	9.501327283	10.2011421	10.33646628	7.29488562	9.680873032	9.15039498	9.75329369	9.790298471
NAE1	9.666825612	8.979974517	9.289313165	10.22017075	8.429506439	9.301025649	7.580063167	9.565588722	8.46489499	9.532675517	9.691433637
NAE1	10.33713045	8.265650066	8.793297918	7.458342012	9.154849161	8.638399131	8.681411965	8.507328214	8.13110249	7.917007994	9.347225097
NAE1	12.08170597	11.21079561	11.09596112	12.27901186	10.05199622	11.57066709	10.70697456	11.68113207	11.49392652	11.78731842	12.32547364
NAGA	10.42309774	12.21176321	11.38423936	10.8361121	11.01535678	10.37898931	12.34575173	10.18221687	11.64098447	11.67209886	11.47750054
NAGK	10.53612291	10.58582635	10.53423556	10.97088122	9.849391992	10.54512344	8.915211273	9.812938783	8.863515993	10.46665829	10.54391548
NAGLU	11.43032378	11.62453434	11.41452293	11.25837974	11.41796256	11.19020566	9.669804995	11.75578402	9.956676143	11.23485267	10.95635144
NAGPA	12.25705077	12.30184005	11.62233995	12.16027924	12.36726077	12.14526856	12.84801834	12.41008145	12.53613531	12.28187555	12.41381755
NAIP	7.156014643	7.13102325	7.165280005	7.025626568	7.124907975	7.164758792	7.662207073	7.377959112	7.660808202	7.070861779	7.368430328
NAIP	7.947142083	7.38371113	7.311204721	7.903991194	9.491039185	7.47389283	8.128568306	8.923117923	8.468641329	8.259969534	8.111710663
NAIP	7.72123628	7.173319136	7.063015569	7.326194105	9.30015338	7.321322379	7.267576136	8.559486246	8.030656365	7.851418562	7.469497554
NAIP	7.75603282	8.279564391	7.76135489	9.249074265	8.007318778	8.318130828	10.53286981	8.708155415	10.07891512	8.522071435	10.23281616
NAMPT	9.128194606	10.19678558	10.6497093	7.222227888	10.38004884	10.53593986	10.85974672	11.08528584	9.937935866	9.781518635	7.874929461
NAMPT	12.87917817	11.98329373	13.87434667	12.57107005	12.01127664	12.35707824	9.394339059	8.012692545	11.93298724	12.58894854	11.72471231
NANOG	7.589176313	7.724228011	7.515809459	7.176701158	7.731851803	7.528357311	9.189663001	7.633040196	7.569888854	7.390839122	7.523582515
NANS	10.14404996	10.04266618	9.065067619	10.45556144	10.66974745	11.06667542	10.78699076	9.723825847	10.13380215	10.68028354	10.51112908
NAP1L1	8.165898535	7.211857588	7.725489394	8.887533122	7.086253626	7.492358176	7.148442406	7.142428795	7.612024496	8.075259657	7.480608356
NAP1L1	9.269119266	8.384392507	9.442548611	10.44064926	8.059893617	9.08203906	8.830073677	9.055716961	9.279620201	9.520297809	10.30805554
NAP1L2	7.308428848	7.38430551	7.387785082	8.25481514	7.393373342	7.596112455	7.474450197	7.396101624	7.326170817	7.344739868	7.831254715
NAP1L3	7.886149514	7.102509819	8.016892981	10.70120725	7.048503336	8.660599908	7.303898329	9.306571617	9.121407546	9.753109335	7.728305797
NAP1L4	12.78107684	12.26125424	11.83832238	12.7759795	12.52789798	12.60797732	12.546733	12.54303987	11.99436281	12.57293416	13.18411474
NAPA	7.429441831	7.544773946	7.288561179	7.204110158	7.443241257	7.40942687	8.408687871	7.729726219	7.535200222	7.337018241	7.681054301
NAPG	10.4284501	10.57080583	10.8335115	12.33495029	10.48863295	10.73818916	11.37350534	10.73575312	11.66223524	10.93174263	12.50691086
NARF	12.98024841	12.03918782	12.14919875	8.824870734	11.59115104	11.88915003	11.43343249	12.10475306	10.91272198	10.99599295	10.74765795
NARFL	11.63594043	9.94294252	9.404702797	11.25837974	11.1069093	10.5855815	10.14328636	10.12123139	10.52861984	10.93326094	11.79824289
NARG2	9.978916296	9.616863476	9.184153853	11.63189212	8.747817754	9.03313038	8.953671072	9.869316593	9.6320636	9.950641334	10.53579387
NARG2	11.43961309	12.01334272	12.04921301	10.48398888	12.83010088	11.93839858	11.29400097	12.0728388	11.77464983	11.33272293	10.6525265
NARG2	8.589211122	7.869981962	7.932156277	8.515733006	8.087001563	7.850405073	8.231174248	8.004580907	8.070744679	8.830082897	8.326707654
NARS	13.10667754	12.90150039	13.54801867	13.84933951	12.92403954	12.57178959	12.09834228	12.9727412	12.90269209	13.16457352	12.98837716
NARS2	12.02706253	10.86002304	11.5458996	12.29184393	12.03560128	12.22372565	12.91815994	12.6451684	13.35321027	12.57851436	13.03597736
NASP	7.516007454	7.419301843	7.664909585	8.373790828	7.67126957	7.55706764	7.583013352	7.713355224	7.670783485	7.422435136	7.222884777
NASP	13.03285086	8.936490336	11.89445238	10.77774018	10.5161858	10.05489246	10.3358663	10.14576238	10.57951774	10.47794777	11.34282383
NAT1	8.325244299	12.81680111	8.805047985	14.0610332	13.40863168	12.34087323	13.20883397	12.52645076	13.34239136	13.86197844	14.44687891
NAT1	7.208158828	9.231761342	7.055322831	11.27271249	10.7017466	9.086241442	10.2333575	10.49948052	10.71040568	11.29052076	11.5709498
NAT10	10.40707055	11.55877774	11.2068663	10.08029697	11.33425933	12.188535	10.22613752	11.9856282	9.620263904	11.28690196	9.530716547
NAT15	9.160366483	8.424977176	8.782738278	7.947393176	8.201237731	8.458526107	7.466069349	8.01044326	8.273447763	8.612323668	7.721171048
NAT2	7.257211881	7.873605195	7.766476718	9.051348196	7.260396092	7.651921461	7.375033073	7.904234917	8.07438554	8.335078888	7.436826078
NAT6	10.37638776	9.461839184	11.16019169	11.14530105	9.859531476	10.08683853	9.955052377	10.88031382	10.56161778	10.83045799	11.04392629
NAT8	7.277509693	7.339128828	7.28366732	7.969392326	7.464533905	7.28802796	7.571285774	7.386073969	7.536746257	7.386786185	7.441968631
NAT8B	9.709055498	10.74144249	10.63990258	8.58201298	12.12046661	10.2355958	7.808117246	12.3997482	11.07369248	9.524885183	10.52540961
NAT9	11.21854122	11.05546536	10.88031382	11.59432267	11.18098837	11.33659068	10.48545845	11.72671867	10.74486621	11.37103251	11.29246995
NAV2	8.515435341	7.811243213	8.00891855	10.39660536	9.633333761	7.983593561	9.485971423	8.094614772	9.346691609	8.865125859	9.100280482
NAV2	14.88254216	14.387909	14.04073471	13.88956198	14.48960019	13.59487826	14.49849262	14.05935144	14.70436904	13.81120906	13.87685076
NAV3	7.333668928	7.415157736	7.417670973	10.33102308	7.436567597	7.954617126	8.675727897	7.53457102	7.672755432	9.522607409	8.04505125
NBAS	8.701195921	9.245551274	8.193009567	7.497441153	9.540460945	9.3142097	10.26964479	10.61587587	8.618364249	9.482825191	8.58429922
NBEA	8.531260131	10.45715366	8.930240029	11.25837974	10.21788966	10.41033665	11.23737564	11.16860242	11.11118951	10.24833007	10.72426188
NBL1	14.3902371	14.49421979	14.39131821	13.27255006	14.75202313	15.04303964	14.61217821	14.50688693	12.44429515	13.99942488	12.49779054
NBL1	12.0527249	12.45083279	12.31739984	9.914093376	12.31344009	12.62360784	12.87054517	11.63437715	10.11891312	11.92658664	10.275263
NBN	7.08639006	7.069266272	7.064608715	7.628583089	7.155175619	7.11386581	7.344368293	7.187819477	7.054203082	7.15574582	7.295859734
NBN	9.803859644	10.13024197	10.50299445	10.50776641	10.05088706	9.288979352	8.882270932	9.945858662	9.866224705	10.13251282	9.837534893
NBPF1	8.948611225	7.106442656	8.931111529	8.867109312	8.309036887	8.159522181	7.202789687	7.159266546	7.61422571	7.662532174	7.372167146
NBPF1	11.89695616	11.57779485	12.59701572	9.979715149	12.23675128	12.0139205	12.69490614	11.30819066	11.14289536	10.66780981	11.41085455
NBPF11	9.036377539	6.987423765	9.641963306	10.28221321	8.183768141	8.973186031	7.277328879	9.233102416	8.498514452	11.04289768	9.469100258
NBPF14	11.66572256	9.683730801	11.23471592	9.387146332	12.03284359	11.28214537	11.41548599	9.077303593	8.948383233	10.50588076	9.876711546
NBPF15	10.33844505	9.204348203	10.40213201	9.143840347	9.459071668	9.957323203	9.863427509	9.050220983	9.997373047	9.660092298	8.887903321
NBPF9	11.29959637	10.72933889	12.37062241	8.205074817	11.63739509	10.80515069	6.952286353	9.547611446	9.770913228	10.29658326	8.415192933
NBR1	9.047836148	10.88376199	8.547535635	7.361418907	9.909361353	9.141400031	12.095675	7.241075118	10.0810626	8.727145277	8.772057176
NBR1	9.239240685	9.53786043	9.550100486	7.508576643	8.922985761	9.24012397	7.33284593	8.491701982	7.99230912	8.388626004	9.093551899
NBR2	7.306962827	7.531246549	7.328412389	7.097305788	7.419856771	7.458587275	8.568978955	7.558050077	7.734744291	7.347713698	7.534404806
NCALD	13.73761023	13.83267011	13.98452421	11.50253538	12.03315337	11.0987902	7.516693261	10.44816826	9.474888198	11.31041616	8.728107609
NCALD	9.492014692	7.146609395	9.67566131	8.307032852	7.143643389	7.79090405	7.222860143	7.28366732	7.997964047	7.769499972	7.257154144
NCALD	13.87359071	14.14173209	14.16743566	12.75937688	12.77180705	12.45972421	12.83714497	11.97748896	12.6761805	11.86967913	11.26090994
NCAM1	9.10848553	7.683802108	8.608348302	9.979715149	8.392818307	7.534825327	9.492393022	9.03474847	7.955403437	8.60151149	8.5348843
NCAM1	8.035602541	7.9242508	8.073750223	9.792908042	8.005778908	7.885093852	9.694040225	8.332453318	8.7843259	8.441316486	9.244037946
NCAM1	7.391424927	7.537984796	7.440221669	8.909858574	7.589323121	7.476532948	8.628390506	7.684041135	7.650316892	7.586928854	8.237800881
NCAN	7.557075299	7.645602731	7.526655812	8.491542971	7.738193888	7.529959662	9.31913132	7.992787347	8.465368142	7.973927238	8.825903951
NCAPD2	13.32439099	12.37099341	13.23448149	13.57704025	12.98195484	12.39829305	13.29750402	12.49819582	12.95119881	13.07670904	13.0247629
NCAPD3	10.71873357	11.25076193	10.94686794	9.573258712	11.37171955	10.70820224	7.620721394	11.56630401	10.84423423	11.42046303	9.894050902
NCAPG	13.14258773	10.89254265	12.28526119	13.22067698	11.22444557	12.4417407	12.89926659	11.97785932	12.58150743	12.55213543	13.38665115
NCAPG2	9.166434634	8.886070912	11.18913267	7.16103816	10.26801052	9.561750283	12.49779054	8.871106018	9.796445227	9.153550462	9.044839055
NCAPH	7.457801802	7.528022576	7.441760407	7.16103816	7.540192747	7.532367162	8.006179855	7.823907654	8.218309145	7.473460532	7.824799862
NCAPH2	12.4155491	10.32729071	10.59761725	11.16647231	12.24393116	10.82444822	12.69242752	11.41130679	11.7646729	10.66074829	11.73612269
NCAPH2	10.39496918	9.315212473	8.850400634	7.130444083	10.0339595	9.433260217	11.31953168	9.949607114	8.485144611	8.610205819	7.242269058
NCAPH2	10.97710323	7.326606326	9.530857103	8.867109312	7.435334421	9.19389783	11.36894313	9.767921857	8.856220404	8.771271396	10.06256979
NCBP1	12.53748893	12.16338751	12.64878378	13.69415743	12.38141091	12.55554191	13.2890607	12.57266985	13.25343373	12.69984459	13.37454987
NCBP2	11.63520011	11.01423963	11.17565986	11.99736088	11.01907086	11.3636415	11.34625587	10.95720536	11.40564903	11.56140395	12.12140866
NCBP2	9.636486683	9.895257057	9.616690792	9.233609122	9.580434224	9.674579337	7.39267281	8.269152949	9.125590147	9.290184212	8.645053278
NCBP2	10.31121633	11.16795391	10.64026321	10.61433957	11.54137881	11.27183257	11.29057032	12.13237787	10.68380456	10.90269317	9.876711546
NCDN	13.44811899	13.59377571	13.17418542	12.87324325	13.41322293	14.11161897	12.37442289	11.97825396	12.53544583	13.29395575	12.71534085
NCDN	10.44176106	11.33794501	9.832570474	10.27632992	10.78524845	11.41821066	11.03303495	7.900671216	10.30071611	10.30202003	10.06983367
NCDN	7.540728054	7.817228974	7.545576822	9.52872213	7.697770421	7.869498566	9.411471156	7.64958554	8.192848408	7.870204041	8.379903777
NCF1C	8.320249569	8.275305013	7.274760277	8.307032852	8.864428233	7.908512158	7.592796712	9.652162228	7.918231286	7.990647177	9.317386005
NCF2	9.527088169	8.170047036	8.891299401	10.50776641	8.578370255	10.07627814	8.432317165	10.72892666	9.361429596	9.805716329	10.25264561
NCF4	9.892992044	7.919403274	10.21535055	9.877786538	9.619711168	9.487904885	9.863427509	8.350644573	8.637981569	8.895815375	9.961300785
NCF4	10.58391931	10.10950867	9.806698362	9.107950574	10.56405824	10.38412293	10.84528175	11.37307097	9.542065278	9.849337106	9.248091366
NCF4	11.12731094	12.11003223	11.17524449	8.419583159	12.16008943	11.10068799	7.210762422	11.08456545	10.68299361	10.13971076	9.949023992
NCK1	8.92244195	9.203674472	9.277273467	10.5797564	8.861773039	9.686643641	7.152233813	9.956957311	8.400281233	10.43282955	9.662889649
NCK2	9.015484134	9.155558431	9.62008171	7.4373621	9.442038956	9.431845335	7.265511656	7.882311674	8.817371567	8.368291488	9.311218771
NCKAP1	11.65163191	12.00212978	12.32354246	11.53086055	10.42944233	11.53740686	7.140249791	9.61487672	10.67056272	11.56592946	10.99080771
NCKAP1	11.86982681	12.98477111	12.5300494	10.38789317	12.10000695	12.52581153	12.83010088	11.78078379	12.53481122	11.96115907	11.23434009
NCKAP1L	11.02309821	10.1981414	10.92831238	12.08578049	10.74227232	10.88788607	11.50110438	11.38321049	11.3224003	10.96395457	12.43761455
NCKIPSD	13.88295833	14.01318343	13.46727136	12.79372057	13.93551035	13.53071593	14.31759588	14.19077944	13.79547967	13.71957683	13.38903464
NCKIPSD	7.962615879	8.1359716	8.082950372	9.089702487	8.16107238	8.042539284	9.708064937	8.381938125	8.822728689	8.04214423	8.602989837
NCL	12.96349999	12.03634166	12.9020087	14.37510626	12.46342202	12.53140261	12.00925347	12.8254124	13.1426408	13.22967215	13.83517545
NCOA1	11.12655928	12.36726077	11.6363314	10.89657777	12.97330509	12.3324628	13.06278817	12.96958521	12.74244154	11.79467654	11.05446456
NCOA1	10.20918746	10.16981924	10.34576719	11.24213522	10.86213045	10.57703089	11.37307097	10.97470501	10.48063667	11.12220883	11.80891098
NCOA1	7.780991141	8.107636164	8.079823184	8.67741255	8.145761809	7.99338372	8.493923033	7.884069462	8.711122409	8.636706386	8.059186947
NCOA2	11.77741601	11.77162056	12.42082436	10.82883641	11.84262016	12.10046027	11.78937387	11.44975321	12.41614219	11.83009024	11.55684379
NCOA3	12.26461322	12.28984354	12.51954094	14.06826713	12.20852111	12.56150877	11.72580072	12.37639422	12.89905141	12.31307458	13.65916972
NCOA3	8.348349888	8.114890981	7.698839853	7.552665899	8.294923891	9.219121438	10.16862354	9.393749974	8.817317732	8.361813873	9.13767398
NCOA4	15.74658904	15.57724524	15.68715139	15.65950721	15.69746675	15.68797539	15.39396176	15.72403083	15.68883591	15.7008653	15.66946366
NCOA6	12.40806287	11.89515347	12.2702934	12.94422822	11.76313197	12.63342617	10.92765007	12.00415814	10.89113566	12.67075175	13.14048181
NCOR1	12.76898501	12.00728458	12.38357154	11.87542406	12.33812482	11.86308352	12.57433592	11.09108665	12.20429345	11.87092712	12.83896434
NCOR2	12.01990386	11.42729753	11.83933598	12.25728487	11.32618639	11.51238839	8.901523544	11.16364703	11.1695304	11.53404053	12.45083279
NCOR2	9.747301102	10.06743209	10.0670915	9.339173457	9.978589258	9.866672073	7.950605982	9.018356926	7.646286147	9.381759125	9.999038486
NCOR2	14.16945807	13.54203941	13.38304703	13.71111975	13.61061266	13.90015686	13.92873798	13.59377571	13.00202184	13.43397555	14.20589594
NCR1	7.546961834	7.698360839	7.536128722	7.565762322	7.793088591	7.603729023	9.264635091	8.003546948	8.246257584	7.624634701	8.936045365
NCR2	7.34187438	7.677745292	7.42937986	8.803797472	7.374698736	7.400077373	8.526414873	7.595754756	7.757603511	7.552281749	7.614338624
NCR3	7.444551833	7.662639871	7.471979064	7.862136752	7.503283718	7.419439911	8.686615213	7.691251748	7.586032506	7.347916944	7.660488748
NCRNA00115	8.926058404	8.485491152	9.009758395	9.867879518	8.373504486	8.107746212	7.482654823	7.645046237	8.06702251	8.765339991	8.091024493
NCRNA00287	14.19280347	13.49428255	13.05724568	12.44673563	13.34914464	12.72415596	12.77571613	13.3540977	12.07315463	12.36430855	11.9207948
NCS1	15.40349334	14.11982457	14.21327687	12.20041832	13.21381129	13.37126569	13.51594283	13.64863382	12.02382241	13.01233121	11.93111753
NCSTN	14.41178336	13.77365689	14.2822507	14.14723613	13.61699947	13.97283967	12.04226955	13.37334001	13.32950695	14.83106031	13.97418457
NDC80	11.62653132	8.823609362	11.08277376	11.23678336	8.196614973	10.0072993	10.65716377	9.763700305	10.66018895	10.53034194	11.42581416
NDE1	12.59037069	11.80778501	11.9738137	12.80925904	12.36245047	12.28795814	11.57462759	11.80621722	12.58341476	12.33297925	12.96836171
NDEL1	14.16743566	13.60082607	13.99389374	15.04444832	13.55542628	13.86288553	12.76137742	13.49683396	14.46347963	14.27153484	14.7472545
NDEL1	11.14512707	12.5777794	11.73817619	9.609007458	11.39684571	11.80835612	12.97387735	10.53783609	11.4275495	10.99901108	10.72190493
NDFIP1	13.05773953	14.24905866	13.19513148	13.01414631	13.86404989	13.63188085	14.22743527	14.1936945	14.08268186	13.08582836	13.14888861
NDN	13.51668461	12.6019872	12.93464498	12.17536764	13.37186095	12.83034766	12.4642268	13.03660494	12.42185325	12.74733779	11.18225665
NDOR1	7.29117859	7.515372064	7.397035014	7.088731997	7.328024611	7.473226936	8.096664415	7.546795626	7.612609009	7.333708119	7.626980542
NDP	10.19945076	9.13008201	11.77010782	11.77010782	12.72439908	9.703634295	12.17661045	12.89228196	11.07893215	11.40011384	11.93384381
NDRG1	10.67208232	9.715761139	11.08316807	10.47205621	10.1919907	10.47937897	10.41940762	10.74368884	10.25632456	10.03260642	10.94556961
NDRG2	9.329450249	8.27268683	8.139385407	8.559645	8.261423499	8.31716704	9.517592944	8.102687284	7.690282096	8.233668452	8.868683914
NDRG2	12.46933154	11.10093916	11.14825772	10.54034282	10.55123568	10.84967658	12.73142172	10.75266304	11.04943305	9.966231559	10.80254481
NDRG3	12.58461283	11.68679638	12.31980266	13.51984204	12.04997523	12.71163302	12.78646032	12.50824692	12.44059729	12.7015388	13.91800525
NDRG3	11.44712717	12.39801748	12.2523443	11.111754	11.89179253	12.23105266	11.97867952	11.48954379	11.17633113	11.27282817	11.32943789
NDRG4	8.274664845	9.521589323	7.190014332	9.43153647	7.290213951	7.165692976	7.714271429	7.295549537	7.215071658	7.226740095	7.463693403
NDRG4	14.90090123	14.14441001	11.94975398	12.4083652	12.02998675	14.70347913	12.54575512	13.61223921	11.60060933	11.4789366	12.42320965
NDRG4	8.434060741	8.217456207	7.952519808	8.084213914	7.524515207	8.147565979	10.05048624	7.689049086	7.897691447	7.778848211	8.62637642
NDST1	11.2144759	12.22331539	11.6834549	10.67800592	11.6735388	11.07616538	11.39525117	10.91820501	11.07190759	11.27727667	10.32600197
NDST2	11.60908799	11.49103097	12.28820882	11.31717079	12.41688918	12.08297983	10.91444061	11.30283982	10.01722418	12.17473795	11.1486462
NDST3	8.003339893	7.304184493	7.25546417	7.645420747	7.301709001	7.245895723	11.27886945	7.440816984	7.302999677	7.475429406	7.411321527
NDST4	7.15679672	11.62763391	8.131825605	7.234102459	7.111019555	10.33140609	7.218111018	7.083923056	7.058032901	7.113243975	7.074779368
NDUFA1	13.93742043	14.03998409	13.71699661	14.50338098	13.75685381	13.7884797	13.82659522	13.95027408	14.24095023	14.28358595	14.88076344
NDUFA10	10.28810905	10.47604595	11.92220431	10.61433957	8.934653126	10.2704417	11.06202349	8.859701979	10.61616658	10.95089526	10.53659027
NDUFA13	12.11505132	11.58442733	11.34945385	11.98425605	11.15162559	11.76901213	11.58716613	11.54835374	11.16239792	11.97405716	12.51408627
NDUFA3	13.84278089	13.59094678	13.61494775	13.23206987	12.45618899	13.28630972	8.662250346	11.51708023	12.22592949	13.65094764	13.54543558
NDUFA4	13.15392968	13.78967109	14.01810672	12.93318485	13.82880374	13.63737222	12.39062486	13.78318961	12.78269475	13.46525151	12.28038157
NDUFA4L2	10.02541504	9.348254264	12.43550759	7.695151356	10.65872251	9.595159083	7.474450197	9.329450249	8.094174553	9.067301463	9.574562746
NDUFA5	9.545039756	10.50221806	10.95328284	10.9621115	10.6379437	10.24481918	9.938587958	10.04046056	10.65395932	10.54722798	10.09511727
