Gene Symbol	102	121	148	153	169	44	45	79	96
A1CF	3.48602416	2.921074379	3.379235584	2.812414448	2.787538217	2.812685142	3.327469837	3.242510635	2.867672587
A2M	7.052310943	8.516098812	7.99086711	7.735740354	7.074198645	7.894761683	9.099551358	7.345914433	8.577747682
A2M	2.354904315	2.208001035	1.859222901	2.148276	2.44189815	2.382868167	1.868161248	1.854185971	1.907645699
A4GALT	2.983927638	2.582138109	2.697414325	2.464726629	2.749390744	2.393117609	2.629773104	2.488324615	2.661598333
A4GALT	4.727622917	4.574577428	5.331908756	4.415426076	5.034051939	4.331761884	4.963184906	4.307573056	4.539372347
A4GALT	3.755168112	3.609375222	3.74117047	3.923673535	4.02928562	3.83113909	4.076023931	4.475287919	3.800401082
A4GNT	1.722125898	1.754122873	1.755938588	1.519442611	1.758259243	1.895545404	1.621971835	1.661163921	1.352089989
AAAS	2.940568346	2.3098963	2.420734514	2.478107978	2.674452829	3.036827257	2.457112441	2.351496236	2.762322865
AAAS	2.128844282	2.499496791	2.867647646	2.812669866	2.655706649	2.85889565	2.623140936	2.663986912	2.738274194
AACS	4.747085137	3.778524473	5.01237964	3.962217075	3.076206506	4.519779656	4.816121186	4.581181284	4.325969852
AADAC	1.299803989	1.081116022	1.297389337	1.335967444	1.133455433	1.154682611	1.486913502	1.302384429	1.26902376
AAK1	2.582542819	2.386124949	2.766571939	2.399942792	3.066795114	3.051020073	2.957232358	2.934844985	2.296458316
AAK1	1.502849714	1.523169665	1.478089855	1.474735436	1.137827006	1.323598767	1.647102326	1.434521268	1.297166101
AAK1	1.383548216	1.837713116	1.332559154	1.588690343	1.790894332	1.891506223	1.840915004	1.744754164	1.680777664
AAK1	1.567947559	1.584726153	1.575275045	1.678772334	1.619106637	1.743259751	1.363494578	1.747472692	1.724915886
AAK1	1.568010911	1.606876476	1.431164478	1.707930806	1.73575756	1.272625715	1.490524463	1.551725883	1.478885178
AAK1	1.321750994	1.333670096	1.486247575	1.668375022	2.456150646	1.532899776	1.268780786	1.383548216	1.449905995
AAK1	2.164036935	2.265950742	2.70265716	1.984716627	2.25579237	2.172325014	2.215749366	2.196486019	2.380355195
AAMP	3.538724375	4.121211151	4.310323983	4.040398694	3.909697374	3.962302897	3.94228947	4.126923109	4.101620225
AAMP	8.781857157	8.297512907	7.962895908	8.485095075	8.558797338	8.684654859	8.315287866	8.341837749	8.402762244
AAMP	5.404444646	5.347087106	5.753905352	5.81047039	5.543587387	5.454756116	5.429687714	5.389786987	5.614779849
AANAT	2.004661849	1.934563004	1.708122938	2.216134199	1.82802248	2.124495847	1.806146837	1.870425744	1.922301979
AARS	4.857320017	5.187055828	5.970176463	5.527558232	6.099407673	5.428755384	5.939032414	4.945839192	6.716129997
AARSD1	5.871172205	6.032190175	6.502328359	5.811946933	6.349764008	5.86166637	6.808826381	5.84654367	5.499011513
AARSD1	1.864411766	2.151454731	1.925158956	1.938216164	1.711571824	1.66795983	1.742170602	1.647180573	1.597635582
AASDHPPT	6.250616037	6.394250114	5.879300545	6.764873468	5.033501875	6.264501387	5.459795065	5.867166958	5.193743162
AASDHPPT	6.601425224	6.624104437	5.771302072	6.864956572	5.312647536	6.464269736	5.543970991	6.110553621	5.316869682
AASDHPPT	4.532556259	6.337429923	6.016248875	6.321057503	5.585565866	5.182221864	5.020512611	5.885128936	5.397241739
AASS	2.820571258	2.553225635	2.791074004	2.289776635	1.988263879	1.778954552	2.309343415	3.025225132	1.70741454
AASS	3.929722218	5.229510063	4.253051622	4.297853686	4.717225776	3.618701581	5.89817908	4.280487297	3.197484619
AATF	1.453370622	2.019401277	2.346197557	1.769534211	2.463654951	1.704832894	2.079270626	2.257333076	2.786780379
AATK	5.630435814	4.438541652	2.940582963	4.381782143	3.685783623	2.47165146	4.541218379	4.635762432	3.289056815
ABAT	3.492665199	2.2488917	2.494324674	2.908637451	2.197446669	2.35319717	2.650309303	3.305799973	1.962870519
ABAT	8.865680611	6.870142091	7.015832711	8.73293645	6.204630183	7.520234272	8.070463751	9.429331913	4.502437311
ABCA1	2.903953193	3.938848487	2.59635797	3.351135721	3.949622234	5.316767182	2.53994864	2.880840563	2.717983337
ABCA1	7.8019464	7.927198498	7.501987289	7.439741463	7.854489673	8.08169241	6.425874482	7.031299399	7.165695785
ABCA1	4.20837378	3.725364204	3.750670916	3.659337754	3.978591094	3.546738377	4.05000801	3.941473418	3.746787903
ABCA1	1.873176199	1.351153571	1.582259727	1.201960245	1.536286749	1.459652619	1.356632179	1.712935817	1.478320157
ABCA11P	3.988977659	4.003036247	4.854644253	4.460678126	4.053798233	3.849062826	5.094954306	4.900556247	3.668680996
ABCA12	2.241429779	1.462792736	1.535023989	1.936696277	1.609314148	2.035085357	2.099273381	1.706387411	1.755861967
ABCA2	2.021748167	2.475829434	2.105982689	1.874632251	2.531036167	2.772819192	2.390215519	2.602490737	2.231260352
ABCA2	1.789660072	1.525157652	1.597388905	1.847032474	1.750160808	1.602288001	1.928444498	2.006610217	1.72068139
ABCA2	1.974566044	2.406724548	2.548134492	2.298261149	2.853962406	2.767189698	2.504182309	2.235441381	2.533430009
ABCA2	4.10862008	3.932188313	4.642657318	3.615812331	3.897377582	3.241183017	4.24439446	4.260455328	3.349297937
ABCA3	5.283058483	4.989160331	4.940589144	4.967413753	4.663204445	4.030625003	5.423621413	6.38417014	5.869627753
ABCA4	2.769910492	2.585785104	2.853535223	2.475623035	2.966858761	3.079803517	2.888185956	2.47991772	2.573344441
ABCA4	1.644722732	2.164559045	1.66795983	1.728183679	1.746834299	1.95761897	1.738660776	1.74439426	1.741189668
ABCA5	5.094980842	4.921883305	4.5885927	4.441277823	3.503023324	3.973443151	5.068176217	4.057159941	5.274751526
ABCA5	1.195133138	1.073801799	1.00662934	1.23587048	1.289367933	1.541731276	1.008373549	1.208051152	1.339349691
ABCA6	1.823008081	1.925323351	2.659080028	2.059183372	2.306883101	2.354795991	2.893347361	1.823008081	1.487944986
ABCA7	4.099557767	4.396655278	4.147488419	3.670656004	4.056602851	4.031019955	4.211475544	4.092227774	3.867000402
ABCA8	3.952484188	3.431284013	6.049725508	3.323752018	2.480635722	5.96516403	4.693734648	4.334930278	2.557468046
ABCA8	1.403767897	1.041554723	1.257169799	1.301089138	1.158704332	1.504493871	1.217623606	1.309667619	1.134132605
ABCA8	1.206193946	1.320942286	1.561776121	1.006363124	1.270333594	1.570826041	1.37500496	1.551682026	1.606829684
ABCB1	1.006935527	1.544090387	1.34162838	1.493208897	1.350731737	1.175115746	2.069745333	1.653625654	1.452541725
ABCB1	2.665420026	4.50333169	4.717949665	2.905444095	4.01141661	1.829048676	3.525423741	3.215252923	2.865266214
